Transaction Date,Description,Amount
9/30/2023,Operating Income,-56794
9/30/2023,Operating Income,-354367
9/30/2023,Operating Income,147947
9/30/2023,Operating Income,2038284
9/30/2023,Operating Income,74005
9/30/2023,Operating Income,48238.47
9/30/2023,Operating Income,2612890
9/30/2023,Operating Income,0
9/30/2023,Operating Income,20784
9/30/2023,Operating Income,11581
9/30/2023,Operating Income,918157
9/30/2023,Operating Income,15977
9/30/2023,Operating Income,323121
9/30/2023,Operating Income,-4714
9/30/2023,Operating Income,112362
9/30/2023,Operating Income,-172944
9/30/2023,Operating Income,14096798
9/30/2023,Operating Income,244
9/30/2023,Operating Income,0
9/30/2023,Operating Income,-65019
9/30/2023,Operating Income,27462
9/30/2023,Operating Income,-24529
9/30/2023,Operating Income,242545
9/30/2023,Operating Income,-31786
9/30/2023,Operating Income,-2209
10/31/2023,Operating Income,344054
10/31/2023,Operating Income,-457614
10/31/2023,Operating Income,-80036
